pave 1 1.059486
pstd 1 0.469625
pave 2 1.066193
pstd 2 0.422537
pave 3 1.035707
pstd 3 0.299162
pave 4 0.998077
pstd 4 0.231238
pave 5 0.985548
pstd 5 0.220086
pave 6 1.058299
pstd 6 0.316436
pave 7 1.061505
pstd 7 0.309231
pave 8 1.000147
pstd 8 0.224725
pave 9 1.016211
pstd 9 0.196913
pave 10 1.194309
pstd 10 0.832755
pave 11 1.063077
pstd 11 0.235840
pave 12 0.939383
pstd 12 0.294640
pave 13 0.983760
pstd 13 0.225946
pave 14 1.150309
pstd 14 0.509146
pave 15 1.113657
pstd 15 0.238750
pave 16 1.092588
pstd 16 0.381701
pave 17 1.078473
pstd 17 0.295599
pave 18 0.990972
pstd 18 0.321868
pave 19 1.019754
pstd 19 0.366732
pave 20 1.030859
pstd 20 0.122365
pave 21 1.017775
pstd 21 0.290271
pave 22 1.016045
pstd 22 0.206182
pave 23 0.999327
pstd 23 0.209632
pave 24 1.028956
pstd 24 0.163036
pave 25 0.844804
pstd 25 0.436586
pave 26 1.005022
pstd 26 0.242771
pave 27 0.983409
pstd 27 0.229938
pave 28 0.995801
pstd 28 0.295384
pave 29 1.063764
pstd 29 0.419307
pave 30 1.006269
pstd 30 0.196020
pave 31 0.928994
pstd 31 0.322316
pave 32 1.078006
pstd 32 0.291690
pave 33 1.105960
pstd 33 0.652146
pave 34 1.709283
pstd 34 5.030109
pave 35 1.090587
pstd 35 1.556297
pave 36 0.982973
pstd 36 0.116660
pave 37 0.996725
pstd 37 0.115108
pave 38 1.065018
pstd 38 0.876038
pave 39 1.016640
pstd 39 0.126478
pave 40 1.000611
pstd 40 0.158634
pave 41 1.038129
pstd 41 0.130237
pave 42 1.115934
pstd 42 0.279807
pave 43 1.154978
pstd 43 1.163813
pave 44 1.018576
pstd 44 0.118270
pave 45 1.007143
pstd 45 0.126038
pave 46 1.027594
pstd 46 0.118074
pave 47 1.023020
pstd 47 0.114218
pave 48 1.008582
pstd 48 0.137683
pave 49 1.019545
pstd 49 0.124829
pave 50 1.012657
pstd 50 0.101995
pave 51 1.023373
pstd 51 0.094671
pave 52 1.017009
