pave 1 1.064839
pstd 1 0.461563
pave 2 1.080825
pstd 2 0.458765
pave 3 1.104930
pstd 3 0.442222
pave 4 1.134737
pstd 4 0.420811
pave 5 1.095720
pstd 5 0.424494
pave 6 1.029773
pstd 6 0.179171
pave 7 1.013241
pstd 7 0.186587
pave 8 1.058298
pstd 8 0.412299
pave 9 1.199782
pstd 9 0.568158
pave 10 1.130975
pstd 10 0.533141
pave 11 1.131775
pstd 11 0.510111
pave 12 1.024240
pstd 12 0.345954
pave 13 1.033783
pstd 13 0.227979
pave 14 1.580471
pstd 14 2.637239
pave 15 1.038868
pstd 15 0.405932
pave 16 1.242328
pstd 16 1.574052
pave 17 1.244162
pstd 17 0.779214
pave 18 1.222889
pstd 18 1.214040
pave 19 1.094792
pstd 19 0.665577
pave 20 1.029052
pstd 20 0.878105
pave 21 1.183031
pstd 21 1.539185
pave 22 1.184746
pstd 22 0.712695
pave 23 0.996791
pstd 23 0.340379
pave 24 0.941808
pstd 24 0.280097
pave 25 1.308722
pstd 25 0.798821
pave 26 1.104785
pstd 26 0.653405
pave 27 1.065512
pstd 27 0.415429
pave 28 1.025791
pstd 28 0.228027
pave 29 0.980230
pstd 29 0.187942
pave 30 1.011253
pstd 30 0.418998
pave 31 0.988773
pstd 31 0.176943
pave 32 1.009182
pstd 32 0.114669
pave 33 1.099942
pstd 33 0.432505
pave 34 1.057035
pstd 34 0.160371
pave 35 0.992134
pstd 35 0.125143
pave 36 1.098865
pstd 36 0.228082
pave 37 1.050280
pstd 37 0.155539
pave 38 1.028386
pstd 38 0.102172
pave 39 1.021090
pstd 39 0.182871
pave 40 1.034781
pstd 40 0.127752
pave 41 1.030835
pstd 41 0.115338
pave 42 1.014440
pstd 42 0.157291
pave 43 1.030401
pstd 43 0.158834
pave 44 1.052654
pstd 44 0.165234
pave 45 1.026926
pstd 45 0.167143
pave 46 1.031093
pstd 46 0.123130
pave 47 1.044221
pstd 47 0.142795
pave 48 1.066940
pstd 48 0.166949
pave 49 1.028097
pstd 49 0.107946
pave 50 1.057588
pstd 50 0.145317
pave 51 0.999724
pstd 51 0.102390
pave 52 1.051707
pstd 52 0.110269
pave 53 1.044362
pstd 53 0.100702
pave 54 1.015797
pstd 54 0.107534
pave 55 1.026887
pstd 55 0.108088
pave 56 1.032114
pstd 56 0.097833
pave 57 1.015793
pstd 57 0.103749
pave 58 1.024756
pstd 58 0.111912
pave 59 1.023185
pstd 59 0.110129
pave 60 1.066764
pstd 60 0.125714
pave 61 1.025195
pstd 61 0.091938
pave 62 1.008330
pstd 62 0.161210
pave 63 1.028482
pstd 63 0.092349
pave 64 1.048662
