1 1.059486 0.469625
2 1.066193 0.422537
3 1.035707 0.299162
4 0.998077 0.231238
5 0.985548 0.220086
6 1.058299 0.316436
7 1.061505 0.309231
8 1.000147 0.224725
9 1.016211 0.196913
10 1.194309 0.832755
11 1.063077 0.235840
12 0.939383 0.294640
13 0.983760 0.225946
14 1.150309 0.509146
15 1.113657 0.238750
16 1.092588 0.381701
17 1.078473 0.295599
18 0.990972 0.321868
19 1.019754 0.366732
20 1.030859 0.122365
21 1.017775 0.290271
22 1.016045 0.206182
23 0.999327 0.209632
24 1.028956 0.163036
25 0.844804 0.436586
26 1.005022 0.242771
27 0.983409 0.229938
28 0.995801 0.295384
29 1.063764 0.419307
30 1.006269 0.196020
31 0.928994 0.322316
32 1.078006 0.291690
33 1.105960 0.652146
34 1.709283 5.030109
35 1.090587 1.556297
36 0.982973 0.116660
37 0.996725 0.115108
38 1.065018 0.876038
39 1.016640 0.126478
40 1.000611 0.158634
41 1.038129 0.130237
42 1.115934 0.279807
43 1.154978 1.163813
44 1.018576 0.118270
45 1.007143 0.126038
46 1.027594 0.118074
47 1.023020 0.114218
48 1.008582 0.137683
49 1.019545 0.124829
50 1.012657 0.101995
51 1.023373 0.094671
52 1.017009 0.107463
53 0.922251 0.186181
54 0.918671 0.238822
55 0.984405 0.136453
56 0.995235 0.126229
57 1.006981 0.105809
58 1.044463 0.158712
59 1.026897 0.119321
60 1.006934 0.118033
61 1.011211 0.093151
62 1.008283 0.105461
63 1.023899 0.087092
64 1.008885 0.088778
65 1.030450 0.091160
66 1.052982 0.132094
67 1.018778 0.097305
68 1.047079 0.120202
69 1.001838 0.124852
70 1.012528 0.086227
71 0.983678 0.110592
72 1.016979 0.097185
73 1.038589 0.120061
74 1.040834 0.104514
75 1.005641 0.098469
76 1.029113 0.097849
77 1.000167 0.089095
78 1.025064 0.106033
79 1.115184 0.567158
80 1.032889 0.181159
81 1.008087 0.087533
82 1.060072 0.119056
83 1.015631 0.104219
84 1.036358 0.097003
85 1.007661 0.082984
86 1.010733 0.094963
87 1.025936 0.144340
88 1.055660 0.096615
89 1.006758 0.105589
90 1.028753 0.094412
91 1.030910 0.099171
92 1.014092 0.078497
93 1.022894 0.143628
94 1.022657 0.072312
95 1.025584 0.076820
96 1.011890 0.096856
97 1.015118 0.099232
98 0.970039 0.080857
99 1.019799 0.080051
100 1.008809 0.095198
101 1.041631 0.097369
102 1.027731 0.083441
103 1.006151 0.068896
104 1.028646 0.069321
105 1.021087 0.084521
106 1.015494 0.075067
107 1.018916 0.072475
108 1.028494 0.071506
109 1.033854 0.082671
110 1.029491 0.086949
111 1.011643 0.067036
112 1.004574 0.076504
113 1.013583 0.079116
114 1.032157 0.070233
115 1.025887 0.078672
116 1.031547 0.083323
117 1.016320 0.067812
118 1.031550 0.086732
119 1.015392 0.082571
120 1.020200 0.070785
121 1.029282 0.069093
122 1.032600 0.067476
123 1.032132 0.092279
124 1.030585 0.075815
125 1.014813 0.072668
126 1.010920 0.063579
127 1.019101 0.111074
128 1.015539 0.061525
129 1.027928 0.074677
130 1.012881 0.070640
131 1.013308 0.059686
132 1.005767 0.070725
133 1.007927 0.064955
134 1.020281 0.062045
135 1.018359 0.063247
136 1.032380 0.062457
137 1.020829 0.070314
138 1.018215 0.062928
139 1.009240 0.062348
140 1.013603 0.052053
141 1.022806 0.057072
142 1.024151 0.065484
143 1.002819 0.060521
144 1.015107 0.058556
145 1.001027 0.060415
146 1.015477 0.060065
147 1.028974 0.061311
148 1.010902 0.061467
149 1.024031 0.065484
150 1.012975 0.054540
151 1.023410 0.056830
152 1.009517 0.065431
153 1.010958 0.071526
154 1.019561 0.055625
155 1.038758 0.073187
156 1.015651 0.065925
157 1.031900 0.067091
158 1.027161 0.062355
159 1.021557 0.086568
160 1.022245 0.099105
161 1.029683 0.064966
162 1.001101 0.060299
163 1.013521 0.060309
164 1.026771 0.069293
165 1.020462 0.055018
166 1.034503 0.069259
167 1.026610 0.060581
168 1.013686 0.056098
169 1.023955 0.061012
170 1.023176 0.057388
171 1.031086 0.061082
172 1.037953 0.072701
173 1.006956 0.059701
174 1.007661 0.061294
175 1.025365 0.071965
176 1.005637 0.061152
177 1.013299 0.066481
178 1.043054 0.060639
179 1.022159 0.061724
180 1.013302 0.064535
181 1.012345 0.062730
182 1.019448 0.060964
183 1.010760 0.061353
184 1.014352 0.056171
185 1.040644 0.072300
186 1.013722 0.074609
187 1.020304 0.072615
188 1.002136 0.061542
189 1.016038 0.054193
190 1.030795 0.054424
191 1.020353 0.053868
192 1.019748 0.050372
193 1.027728 0.056341
194 1.021378 0.059965
195 1.013592 0.053187
196 1.027514 0.072329
197 1.018638 0.061051
198 1.023498 0.056931
199 1.007768 0.055403
200 1.007054 0.058360
201 1.014728 0.067503
202 1.011179 0.059263
203 1.026907 0.062689
204 1.028854 0.057102
205 1.029582 0.049960
206 1.020739 0.059205
207 1.010145 0.064755
208 1.010261 0.058280
209 1.018915 0.057020
210 1.019082 0.058896
211 1.021703 0.063952
212 1.023076 0.053369
213 1.016168 0.067154
214 1.021972 0.053544
215 1.019388 0.051543
216 1.019203 0.047778
217 1.027674 0.058968
218 1.012087 0.049160
219 1.031004 0.045021
220 1.022893 0.051269
221 1.010590 0.048772
222 1.005374 0.051711
223 1.024491 0.063501
224 1.028783 0.047227
225 1.016457 0.052533
226 1.002835 0.067897
227 1.033727 0.046324
228 1.024493 0.050567
229 1.017540 0.041238
230 0.998340 0.064181
231 1.002587 0.064097
232 1.015958 0.046703
233 1.022552 0.044702
234 1.011321 0.054653
235 1.013388 0.043611
236 1.022263 0.051852
237 1.008772 0.047550
238 1.005731 0.058273
239 1.012210 0.043582
240 1.018324 0.051643
241 1.029164 0.056040
242 1.018215 0.040251
243 1.012548 0.059964
244 1.002327 0.054359
245 1.020179 0.046720
246 1.024995 0.041129
247 1.018732 0.054506
248 1.016289 0.051846
249 1.015720 0.060160
250 1.026172 0.054821
251 1.010169 0.058436
252 1.024046 0.045193
253 1.024603 0.042586
254 1.022243 0.045016
255 1.019288 0.053251
256 1.016096 0.052007
257 1.029720 0.071497
258 1.019517 0.041991
259 1.018122 0.043845
260 1.018658 0.039573
261 1.012393 0.049225
262 1.011921 0.047029
263 1.013857 0.042034
264 1.026347 0.044014
265 1.024121 0.041919
266 1.029606 0.043360
267 1.009196 0.038743
268 1.017959 0.042536
269 1.005474 0.044613
270 1.016428 0.050749
271 1.017178 0.052149
272 1.023785 0.040686
273 1.009665 0.053819
274 1.020789 0.039733
275 1.016165 0.040956
276 1.013246 0.059750
277 1.025011 0.045727
278 1.014052 0.049642
279 1.019506 0.042190
280 1.015517 0.045271
281 1.017435 0.038472
282 1.015391 0.046302
283 1.015872 0.040587
284 1.016545 0.042836
285 1.024342 0.056619
286 1.018660 0.082104
287 1.016419 0.044497
288 1.010018 0.049079
289 1.011917 0.045183
290 1.003949 0.043971
291 1.022967 0.059101
292 1.022586 0.061760
293 1.007959 0.058049
294 1.009001 0.045801
295 1.017690 0.041093
296 1.014131 0.040477
297 1.020973 0.032528
298 1.020206 0.069447
299 1.014600 0.046932
300 1.014692 0.052405
301 1.019939 0.044570
302 1.008760 0.043254
303 1.019997 0.046215
304 1.019135 0.045592
305 1.024300 0.049093
306 1.027744 0.045257
307 1.012221 0.077552
308 1.020426 0.061723
309 1.021965 0.051767
310 1.019177 0.051175
311 1.028479 0.051108
312 1.013826 0.054437
313 1.015100 0.041942
314 1.015410 0.051804
315 1.008624 0.052427
316 1.023956 0.037908
317 1.012460 0.051824
318 1.031380 0.040382
319 1.026168 0.045935
320 1.023079 0.041466
321 1.020227 0.040777
322 1.026850 0.045047
323 1.015585 0.039595
324 1.011464 0.050649
325 1.011037 0.047163
326 1.019009 0.041180
327 1.013110 0.046514
328 1.018899 0.037663
329 1.032910 0.038166
330 1.006452 0.050711
331 1.014819 0.036923
332 1.020019 0.037965
333 1.017615 0.035049
334 1.018695 0.036405
335 1.014199 0.039526
336 1.013900 0.032586
337 1.019076 0.038867
338 1.015762 0.038842
339 1.024249 0.045206
340 1.019937 0.034642
341 1.008420 0.047584
342 1.026348 0.037019
343 1.015152 0.051486
344 1.011680 0.041687
345 1.022077 0.036622
346 1.016009 0.036708
347 1.015115 0.036547
348 1.015795 0.036695
349 1.011814 0.039221
350 1.028396 0.052957
351 1.014002 0.038789
352 1.020650 0.037884
353 1.023042 0.040744
354 1.027905 0.032833
355 1.014812 0.051145
356 1.014753 0.040164
357 1.016508 0.045224
358 1.018123 0.042344
359 1.022105 0.039294
360 1.018681 0.041051
361 1.019938 0.070680
362 1.022597 0.047317
363 1.020920 0.033106
364 1.010541 0.044705
365 1.021414 0.033684
366 1.022616 0.041924
367 1.023571 0.046308
368 1.018914 0.034228
369 1.024245 0.034440
370 1.024282 0.041498
371 1.023792 0.052002
372 1.023103 0.040142
373 1.015945 0.054336
374 1.017828 0.040285
375 1.018676 0.040568
376 1.025833 0.047631
377 1.016712 0.040122
378 1.019264 0.040074
379 1.018176 0.037528
380 1.028711 0.051470
381 1.022242 0.046079
382 1.026060 0.045456
383 1.017135 0.035632
384 1.019801 0.036421
385 1.017300 0.041605
386 1.022085 0.037029
387 1.036439 0.037682
388 1.020071 0.036101
389 1.026652 0.037696
390 1.017829 0.032710
391 1.018531 0.034468
392 1.028735 0.033344
393 1.014213 0.031471
